pageid,group,all_members,genres,intro_text
344405,Sound of Seduction,"['Christina Groth', 'Marie Hecht', 'Mikkel Sigvardt']","['pop', 'soul', 'hip hop']","<p><b>Sound of Seduction</b> var en dansk popgruppe bestående af rapperen Remee og de to sangerinder Marie Hecht og Christina Groth. Gruppen blev dannet i 1992 og udgav fire album før opløsningen i 1996. Sound of Seduction solgte 70.000 albums.
</p><p>Gruppen blev sammensat af pladeselskabsmand Jesper Wennick og producer Chief 1, der havde grundlagt pladeselskabet Back Beat (som en underafdeling af Pladecompagniet).
</p><p>Sound of Seduction debuterede med <i>Time Is Running Out</i> i 1993, der var inspireret af hip hop og soulmusik. Første single var ""Caravan of Love"", hvilket var en coverversion af Isley-Jasper-Isley (1985). På gruppens næste album  <i>A Cozy Condition</i> (1994) fik Sound of Seduction en mere eurodance-præget lyd, inspireret af 2 Unlimited og Ace of Base. Fra albummet blev ""A Love Like 7"" og ""Feel Like Dancing"" hits. På gruppens tredje og sidste album, <i>Welcome</i> (1995) var lyden mere poppet, hvilket affødte hittet ""Welcome (Into My World)"".
</p>"
734687,Sphaeren,"['Muggz Roadie', 'Supardejen']",['hip hop'],"<p><b>Sphaeren</b> er en dansk rap-gruppe fra København, der består af rapper og producer Supardejen, rapper Stik Op Jakob og DJ Muggz Roadie. Før Sphaeren dannede Supardejen og Stik Op Jakob gruppen Kongen &amp; Knægten, der opnåede en 3. plads til DM i rap 1996. Siden 2001 har Sphaeren stået bag en lang række udgivelser og koncerter, bl.a. som en del af holdet omkring pladeselskabet og kollektivet Helt Sikkert Records.
</p><p>Gruppen er især kendt for sine minimalistiske produktioner og tekster med fokus på lige dele rimteknik og historiefortælling.
</p><p>I 2009 udgav gruppen afskedsalbummet <i>Ud Af Vagten</i> for herefter at fokusere på andre musikalske projekter både sammen og med andre musikere. I 2013 udkom <i>Stumper &amp; Stykker</i>, der er en slags ""lost tapes"" med ikke-udgivne numre fra 1997-2011, og i 2015 fulgte comebackalbummet <i>Indviet</i> med bidrag fra en lang række producere.
</p>"
206147,Sund Fornuft (musikgruppe),"['Dj Møller', 'Langemand', 'Per Vers']",['hip hop'],"<dl><dd><span typeof=""mw:File""><span></span></span> <i>Ikke at forveksle med Sund fornuft.</i></dd></dl>


<p><b>Sund Fornuft</b> er en dansksproget rapgruppe dannet i Jylland i 1992 på tværs af byerne Gram, Aalborg og Århus af rapperen Per Vers, Dj Møller og produceren Langemand. 
</p>"
392306,200 (rockgruppe),"['Mikael Blak', 'Niels Arne Galan', 'Uni Arting']","['rock', 'alternative rock', 'punk']","<p><b>200</b> (udtales Tveyhundrad) er et færøsk punk/rockband, der med skarp satirisk tunge agiterer for, at Færøerne skal løsrive sig fra Danmarks fangarme. På modersmålet vel at mærke.
</p><p>200 blev dannet i 1996 i forbindelse med, at gruppen blev tilbudt at lave et nummer til kompilationen <i>Rock í Føroyum 2</i>. De tre medlemmer Niels, Uni og Mikael var dog på dette tidspunkt hovedsagelig okkuperet i gruppen Mold, så 200 lå temmelig stille frem til omkring 2000, hvor Mold gik i opløsning.
</p><p>Så blev der omsider frigivet tid til 200, hvis ypperste formål var at vise, at man godt kunne lave alternativ rock på færøsk. Beviset på det kunne ses i 2001, hvor albummet '200%' udkom til stor begejstring for de lokale musikanmeldere.
</p><p>I 2005 udgav gruppen albummet <i>Viva La Republica</i>, der viste en mere bidsk og satirisk side af gruppen, der nu – med glimt i øjet – agiterede for løsrivelse fra Danmark. Henover hæsblæsende punkrytmer.
</p>"
253591,Boys In A Band,"['Heini', 'Heri Schwartz', 'Pætur Zachariasson', 'Símun Sakaris', 'The Rógvi']",['rock'],"<p><b>Boys In A Band</b> er et færøsk band. De spiller musik inspireret af Bob Dylan, Jimi Hendrix og Franz Ferdinand. Selv kalder de deres musik for <i>Cowboy Rock</i>. De har optrådt live på Roskilde Festival (DK), Spot (DK) og på G! Festival (FO), Iceland Airwaves (IS) og Canadian Music Week (CA). De er vinderne af Global Battle of the Bands (GBOB) 2007. 
</p>"
847539,Chase (band),"['Alan Ware', 'Angel South', 'Bill Chase', 'Dartanyan Brown', 'Dennis Johnson (2)', 'G. G. Shinn', 'Jay Burrid', 'Jay Sollenberger', 'Jerry van Blair', 'Jim Oatts', 'Jim Peterik', 'John Emma (2)', 'John Palmer (12)', 'Phil Porter', 'R. Gary Smith', 'Ted Piercefield', 'Terry Richards', 'Tom Gordon (6)', 'Wally Yohn']","['rock', 'edm']","<p><b>Chase</b> var et færøsk rockband, som blev dannet i 1988.
</p><p>Den oprindelige besætning var Edmund Jacobsen sang, Lehnert Kjeldsen guitar, Niclas Johannesen guitar, Mikkjal Joensen bas, James Olsen trommer og Óli Olsen keyboard.
</p><p>Gruppen spillede nogle vel besøgte koncerter frem til 1992, men blev lagt på is i 1995. I 2000 besluttede Edmund Jacobsen, Niclas Johannesen, Mikkjal Joensen og James Olsen at indspille et nyt album. Resultatet var ""Sum Tjóvur Á Nátt"", der udkom i 2001. Derefter gik medlemmerne hver til sit. 
</p>"
847541,Mold,"['Erling Dalsgaard', 'Gudmund H. Nielsen', 'Kristin Nolsøe Bech', 'Mikael Blak', 'Niclas Thorsteinsson', 'Niels Arge Galán', 'Uni Árting']",['rock'],"<p><b>Mold</b> var et færøsk rockband, der blev dannet i 1992 og udgav to album.
</p>"
407975,Paradox,"['Andreas Tykjær Restorff', 'Búgvi Jónleifson Magnussen', 'Heini Gilstón Corfitz Andersen']","['rock', 'punk']","<dl><dd><span typeof=""mw:File""><span></span></span> <i>Ikke at forveksle med konceptet inden for retorik; Paradoks.</i></dd></dl>
 
<p><b>Paradox</b> var et punk-rock-band fra Færøerne. Bandet blev etableret i 2004, og bestod af Heini Gilstón Corfitz Andersen (forsanger og guitar), Búgvi Jónleifson Magnussen (trommer) og Andreas Tykjær Restorff (bas).
</p><p>I 2006 udgav de deres debutalbum <i>Falling in love</i> på engelsk og spillede flere koncerter på Færøerne. I forbindelse med albummet udkom fire singler i 2006: ""The Innocense Of Childhood"", ""My own words"", ""Perfect way"" og ""Inside of me"".
</p><p>Bandet gik i opløsning da forsangeren Heini bedre kendt som Corfitz blev guitarist i bandet The Dreams ved hjælp af hans storebror Eirikur som spiller bas i bandet. 
</p><p>Corfitz spiller stadig nogle af sine gamle sange med sit nye band og har skrevet noget musik for sig selv der i blandt ""Waiting for an Angel"".
</p>"
247579,The Dreams,"['Eirikur Gilstón Corfitz Andersen', 'Hans Edward Andreasen', 'Heini Gilstón Corfitz Andersen', 'Heini Mortensen']","['pop', 'eurovision pop', 'rock']","<p><b>The Dreams</b> var et pop/rock band fra Færøerne. Bandet har spillet sammen siden 2004 og deltog i 2008 i Dansk Melodi Grand Prix, hvor de sluttede som nummer fire.
</p><p>I 2006 udgav de deres debutalbum <i>Tazy</i>, der indeholder genindspilninger af færøske klassikere. Senere tog de Eirikurs lillebror, Heini (bedre kendt som Corfitz) med i bandet som havde startet sit eget band som hed Paradox. Paradox udgav en CD som hedder <i>Falling in love</i> Derefter flyttede de til Danmark, hvor de bl.a. deltog i Mtv Acut, der er en international konkurrence. 24 bands deltog, og The Dreams endte på en tredjeplads. De deltog senere i Global Battle of the Bands, hvor de ender på en tredjeplads, igen. Her mødte de også Chief 1, der senere blev deres producer/manager. 
</p><p>De udgav deres første album på dansk (<i>Den Nye By</i>), som er blev taget godt imod af det danske musikpublikum. 
The Dreams’ første musikvideo, ""La’ Mig Være"", røg direkte ind på førstepladsen på DR1s Boogielisten.
De røg endnu en gang på førstepladsen med videoen til ""Himlen Falder/Helvede Kalder"", hvor de lå i top 3 alle 10 uger. Også opfølgeren ""Backstabber"" strøg direkte ind på Boogielistens 1. plads i første uge og lå på listen i alle 10 uger som det eneste danske band, der har ligget der i alle 10 mulige uger. The Dreams lå på 1. pladsen på <i>Boogies</i> årsliste 2008 med ""Backstabber"" og samtidig på 2. pladsen med ""Himlen falder/Helvede kalder"". Også singlen ""Ingen kan erstatte dig"" er blevet et hit, men nåede dog ikke lige så højt på boogie listen. 
</p><p>I februar 2010 udgav de deres albummet <i>Revolt</i>, hvor de som noget nyt prøvede med engelske tekster.
</p><p>I 2013 udkom deres sidste singler ""Trash Can Friend"" og ""Head Down Tired""
</p><p>I 2014 meldte brødrene Corfitz på Facebook at de måtte forlade bandet fordi de følte ""at tiden [var] kommet til at søge nye musikalske udfordringer, og [vi] har derfor brug for at kunne engagere os 100% i disse"".
</p><p>Deres sidste koncert blev dermed i september samme år.  
</p>"
445372,The Ghost,"['Filip Mortensen', 'Urbanus Olsen']","['pop', 'rock', 'indie rock']","<p><i><b>The Ghost</b></i> er en indie rock, elektropop-gruppe fra Færøerne og består af Filip Mortensen (vokal) og Urbanus Olsen på guitar, mens Andreas Dalsgaard har spillet med på trommer ved den færøske G! Festival 2009.
</p><p>6. juni 2010 udgav gruppen sin første single <i>City Light</i> og den 21. juni deres første album <i>War Kids</i>.
</p>"
979210,Vsj,"['Dania Tausen', 'Dávur á Reynatrøð', 'Fríði Bjarkhamar', 'Høgni Jógvanson', 'Villiam Soo Joensen']",['pop'],"<p><b>VSJ</b> er en færøsk musikgruppe, som har sin oprindelse af Toftir og Leirvík på Færøerne.
</p>"
855248,Yggdrasil (band),"['Anders Hagberg', 'Anders Jormin', 'Brandur Jacobsen', 'Eivør Pálsdóttir', 'Heðin Ziska Davidsen', 'Kristian Blak', 'Kári Sverrisson', 'Mikael Blak', 'Tore Brunborg', 'Villu Veski']","['rock', 'jazz', 'edm', 'classical', 'opera', 'folk', 'world']","<dl><dd><span typeof=""mw:File""><span></span></span><i> For alternative betydninger, se Yggdrasil (flertydig).</i> <small>(Se også artikler, som begynder med Yggdrasil)</small></dd></dl>
<p><b>Yggdrasil</b> er en folkemusikgruppe fra Færøerne. Gruppen blev dannet i 1981 af ti færøske og danske musikere. Hovedmanden var komponisten og pianisten Kristian Blak, der har skrevet det meste af gruppens materiale. Gruppen spiller etnisk musik som færøske ballader, hymner og inuitmusik kombineret med jazzelementer. Navnet kommer fra verdenstræet Yggdrasil i nordisk mytologi. Helt fra begyndelsen har Yggdrasil inkluderet musikere fra andre lande, som har en varieret musikalsk baggrund, primært i jazz, men også i etnisk musik, folk, rock og klassisk musik.
</p><p>De fleste værker er blevet skabt i forbindelse med andre former for kunst: poesi, ballet, opera - eller i nogle tilfælde, med naturen (koncerter i havets huler). Kompositionerne bruger ideer og temaer fra etnisk materiale fra det nordatlantiske område, såsom billedkunst, færøske ballader, salmer og rim, inuitsange eller shetlandsk folkemusik. Improvisation fylder en stor del i fortolkningen og spænder fra freestyle og etno-jazz til klassisk og verdensmusik.
</p>"
422269,IGNUG,"['Ace Connor', 'Mingo Starr', 'Ruby Renaissance', 'Tom Budiansky']",[],"<p><b>IGNUG</b> er en elektro-gruppe fra Danmark.
</p><p>Bandet har fem medlemmer. Fire af dem er danske og går under de aliaserne Ruby Renaissance, Tom Budiansky, Mingo Starr og Project 251. Sidstemand er englænder og hedder Ace Connor. Singlen ""A Kiss With Pizazz"" har fået stor opmærksomhed af dansk radio, P3, der gjorde nummeret til Ugens Uundgåelige. Singlerne ""Alpha Male"" og ""Truck (I Don't Give A)"" er udgivet på Itunes. Singlen ""Tell Me That You Love Me"" er udgivet på Sound Of Copenhagen Vol 4 (Discowax) i 2010.
</p>
<dl><dd><span typeof=""mw:File""><span></span></span> <i>Der er for få eller ingen kildehenvisninger i denne artikel, hvilket er et problem. Du kan hjælpe ved at angive troværdige kilder til de påstande, som fremføres i artiklen.</i></dd></dl>"
661232,Afenginn,"['Erik Olevik', 'Kim Nyberg', 'Niels Skovmand', 'Rasmus Krøyer', 'Rune Kofoed']","['punk', 'folk']","<p><b>Afenginn</b> er et dansk band, der blev dannet i 2002. Bandets navn betyder på oldnordisk beruselse og styrke.
Bandet er blevet belønnet med fire Danish Music Awards, bl.a. ""Årets Danske World Album"" i 2010 og flotte anmeldelser for både koncerter og albums. Ved Danish Music Awards Folk var de nomineret til to priser i 2007, vandt ""Årets danske artist (nutidig)"" i 2009 og ""Årets Udgivelse"" i 2016.
</p><p>Bandets musikstil er en blanding af world, punk og nordisk folkemusik.
</p><p>Indtil videre har Afenginn spillet over 350 koncerter i både Europa, Asien og USA, samt udgivet seks album.
</p>"
939525,Almune,"['Christian Mohr Levisen', 'Hans Christian Molbech', 'Molly Granhøj', 'Troels Dueholm Nørgaard']",['folk'],"<p><b>Almune</b> er en dansk folkemusikgruppe bestående af Hans Christian Molbech (sang, fløjte, tromme, percussion, lur), Molly Granhøj (sang, nøgleharpe, bouzouki), Troels Dueholm Nørgaard (drejelire, bouzouki, sang, fløjte) og Christian Mohr Levisen (drejelire, sækkepibe). Gruppen spiller middelaldermusik på tidstypiske instrumenter og optræder typisk under middelaldermarkeder og lignende reenactmentarrangementer samt på museer og i kirker. Gruppen har eksisteret siden omkring 2014.
</p><p>Siden 2006 har medlemmer spillet samen i forskellige konstellationer i andre ensembler. Molbech, Granhøj og Nørgaard havde bl.a. tidligere spillet sammen i en anden lignende middelaldergruppe kaldet Lurpakket.
</p><p>I marts 2016 medvirkede gruppen under optagelserne til DR's dokumentarserie <i>Historien om Danmark</i> i et afsnit om middelalderen. Afsnittet blev vist i foråret 2017.
</p><p>Gruppens debutalbum udkom i maj 2017, og det blev godt modtaget og omtalt som et varieret album der spændte vidt inden for genren.
</p><p>Gruppen har bl.a. optrådt på Danehof i Nyborg, Europæisk Middelalderfestival i Horsens, Københavns Middelaldermarked, Middelaldercentret ved Nykøbing Falster, Odense Middelalderdage, Spøttrup Borg og Øm Kloster museum.
</p><p>I efteråret 2018 udgav gruppen albummet <i>Sommerfugl</i> sammen med en anden middelaldermusikgruppe kaldet Götterfunken. Albummet var et soundtrack til Maria Hellebergs historiske roman <i>Maria Helleberg</i>.
</p>"
869242,Asynje (band),"['Jacob Lund', 'Mads Kjøller-Henningsen', 'Martin Seeberg', 'Nanna Barslev', 'Søren Hammerlund', 'Troels Dueholm Nørgaard']",['folk'],"<dl><dd><span typeof=""mw:File""><span></span></span><i> For alternative betydninger, se Asynje (flertydig).</i> <small>(Se også artikler, som begynder med Asynje)</small></dd></dl>

<p><b>Asynje</b> er en dansk folktronicagruppe, der har eksisteret siden begyndelse af 2000'erne. Gruppen tager udgangspunkt i nordisk folkemusik og fortællinger fra vikingetiden. Asynje består af Nanna Barslev, Martin Seeberg, Søren Hammerlund, Troels Dueholm Nørgaard, Jacob Lund. Flere af gruppens medlemmer har tidligere spillet i lignende bands som Virelai og Valravn
</p>"
166721,De Gyldne Løver,"['Carsten Holst', 'Ib Buchholtz', 'Jens Bjørn-Hansen', 'Jens Memphis', 'Karl A. Jørgensen']",['folk'],"<p><b>De Gyldne Løver</b> var en dansk folkemusikgruppe, der blev dannet i 1967. De optrådte gennem årene på store og små scener over hele landet, og var især faste indslag på festivaler.<sup class=""Template-Fact"" style=""white-space:nowrap;"">[<i><span title=""Dette udsagn mangler reference til pålidelige kilder. (siden marts 2016)"">kilde mangler</span></i>]</sup> Musikalsk var de inspireret af den irske folkemusik, og har en lang række udgivelser bag sig.
</p>"
732618,Dreamers' Circus,"['Ale Carr', 'Nikolaj Busk', 'Rune Tonsgaard Sørensen']",['folk'],"<p><b>Dreamers' Circus</b> er en dansk/svensk folkemusiktrio. Gruppen blev dannet i 2009 og består af Rune Tonsgaard Sørensen (Violin), Ale Carr (cittern) og Nikolaj Busk (klaver og harmonika).
</p>"
1046937,Floating Sofa Quartet,"['Clara Tesch', 'Leija Lautamaja', 'Mads Kjøller Henningsen', 'Malte Zeberg']",['folk'],"<p><b>Floating Sofa Quartet</b> er en nordisk folkemusikkvartet bestående af Clara Tesch, Mads Kjøller Henningsen (Danmark), Leija Lautamaja (Finland), og Malte Zeberg (Sverige).
</p><p>Gruppen har udgivet fire albums og vundet én pris ved Danish Music Awards Folk.
</p>"
846064,Gny,"['Lasse Olufson', 'Laura Emilie Beck', 'Nanna Solveig Barslev', 'Ole Thirup Kastholm Hansen', 'Rune Brandt Larsen', 'Stine Margit Lindegård']","['heavy metal', 'folk']","<p><b>Gny</b> er en dansk folkemusik gruppe der spiller nordisk folkemusik og middelaldermusik. Gny blev dannet i 1999. Gruppen har sammen med bands som Virelai, Valravn, Asynje og Krauka nyfortolket middelaldermusikken i Danmark. Gruppen består af Lasse Olufson (lut, guitar, sang), Rune Brandt Larsen (fløjte, sækkepibe, sang), Laura Emilie Beck (violin, rebec, sang) og Nanna Solveig Barslev (sang, duval).
</p><p>Debutalbummet, <i>Hvor piger tager svende med vold</i>, udkom i 2001. Her medvirkende Ole Thirup Kastholm Hansen, Larsen, Lindegård og Barslev-Larsen.
</p><p>Gruppens andet album udkom i 2008 under navnet <i>Ærlig Pæl</i>.
</p><p>Af koncerter kan fremhæves Midvinterfestival 2008 i Den Grå Hal og Ethereal Fest 2008 i Barcelona, Festival-Mediaval 2013 i Tyskland, samt Trolls &amp; Légendes 2015 i Belgien..
</p><p>Halvdelen af gruppen har sideløbende været med med til at danne folkmetal bandet Huldre, der viderefører dele af Gny's stil.
</p>"
976990,Heilung,"['Christopher Juul', 'Kai Uwe Faust', 'Maria Franz']",['folk'],"<p><b>Heilung</b> er et dansk-baseret neofolk-band bestående af den tyskfødte tattoo-artist Kai Uwe Faust, den norske sangerinde Maria Franz og den danske musiker og producer Christopher Juul.
</p>"
557443,Hvalsøspillemændene,"['Anders Roland', 'Asger Jacobsen', 'H.C. Mogensen', 'Hans Rørdam', 'Ib Tranø', 'Jan Andersen', 'Jens Breum', 'Jens Rugsted', 'Jesper Bach', 'Jesper Hindø', 'John Olsen', 'Leif Megyessi', 'Mathilde', 'Mogens Ostermann', 'Ole Halfdan', 'Peter Viskinde', 'Poul Jensen', 'Steen Rasmussen', 'Søren Berggreen', 'Vagn Hansen']","['rock', 'folk', 'country']","<p><b>Hvalsøspillemændene</b> var en dansk spillemandskvartet, som udviklede sig til et folk- og countryrockband. Hvalsøspillemændene eksisterede fra 1972 til 1979 og udgav tre albums.
</p><p>Bandet opstod i 1972 hos musikeren og komponisten Anders Roland på Østergade 1 i Hvalsø, da han og den senere filminstruktør Steen Rasmussen (kendt fra Wikke &amp; Rasmussen) begyndte at spille sammen. Roland skrev melodierne, mens Rasmussen skrev teksterne og var forsanger.
</p><p>Bandet havde i sin levetid stor udskiftning blandt musikerne, og ud over Roland og Rasmussen var bl.a. Mathilde og Peter Viskinde med i bandet.
</p><p>Hvalsøspillemændene blev opløst i 1979, og Østergade 1 er i dag forsamlinghuset i Hvalsø.
</p>"
