pageid,title,member,cleaned_member
402864,Annasaid,"['Martin Sahlertz', 'Jesper Jensen', 'Andreas Boesig', 'Emil ""Sylle"" Sylvester Jakobsen', 'Mathias Pedersen-Smidt', 'Johan Sylvest', 'Mads Buhl Henriksen']","['Martin Sahlertz', 'Jesper Jensen', 'Andreas Boesig', 'Emil Sylle Sylvester Jakobsen', 'Mathias Pedersen-Smidt', 'Johan Sylvest', 'Mads Buhl Henriksen']"
1160408,APHACA (band),"['Rumle Kærså', 'Bertram Ask Plauborg Rasmussen', 'Noah Elias Rasmussen', 'Bertil Engberg Nielsen']","['Rumle Kærså', 'Bertram Ask Plauborg Rasmussen', 'Noah Elias Rasmussen', 'Bertil Engberg Nielsen']"
66327,Aqua (band),"['Lene Nystrøm', 'René Dif', 'Claus Norreen', 'Søren Rasted']","['Lene Nystrøm', 'René Dif', 'Claus Norreen', 'Søren Rasted']"
409893,Atoi,"['Ida Cæcilie Rasmussen', 'Emil Assing Høyer', 'Stig Helmer Jensen', 'Joel Gjærsbøl Pedersen']","['Ida Cæcilie Rasmussen', 'Emil Assing Høyer', 'Stig Helmer Jensen', 'Joel Gjærsbøl Pedersen']"
484199,Avalyn,[],[]
243106,Bamses Venner,"['Flemming Jørgensen', 'Arne Østergaard', 'Mogens Balle', 'Jan Locht', 'Frank Thøgersen']","['Flemming Jørgensen', 'Arne Østergaard', 'Mogens Balle', 'Jan Locht', 'Frank Thøgersen']"
1003420,Barselona,"['Rud Aslak', 'Rasmus Theodor (Damsgaard-Sørensen)']","['Rud Aslak', 'Rasmus Theodor']"
558051,BeePop,"['Stine Pagh', 'Heidi Degn', 'Karl Gade', 'Daniel Munk', 'Henrik Thomsen', 'Jakob Schantz', 'Ronnie Olesen']","['Stine Pagh', 'Heidi Degn', 'Karl Gade', 'Daniel Munk', 'Henrik Thomsen', 'Jakob Schantz', 'Ronnie Olesen']"
1126706,Bikini (gruppe),"['Christine Marie Buchart', 'Kamille Francesca Rosenbøg Kiesa']","['Christine Marie Buchart', 'Kamille Francesca Rosenbøg Kiesa']"
1113079,Blæst (band),"['Sarah Sophie Malmros', 'Lauge Kjærulf', 'Valentin Buchwald', 'Anders Bondo', 'Fernanda Rosa (forsanger)']","['Sarah Sophie Malmros', 'Lauge Kjærulf', 'Valentin Buchwald', 'Anders Bondo', 'Fernanda Rosa']"
418711,The Bronson Brothers,"['Ted Bronson, Clyde Bronson, Malle, Zeu, Mr. Toby Diamonds']","['Ted Bronson, Clyde Bronson, Malle, Zeu, Mr. Toby Diamonds']"
14503,Brødrene Olsen,"['Jørgen Olsen', 'Niels Olsen']","['Jørgen Olsen', 'Niels Olsen']"
180826,C21,"['Søren Bregendal', 'David Pepke', 'Esben Duus']","['Søren Bregendal', 'David Pepke', 'Esben Duus']"
63455,Danser med Drenge,"['Ida Ambrose', 'Henrik Stanley Møller', 'Klaus Kjellerup', 'Dan Hemmer', 'Morten Bolvig', 'August Campeotto', 'Kim Thomsen', 'Philippa Bulgin', 'Jesper Mejlvang', 'Jan Sivertsen', 'Simon West', 'Ruth Hald', 'Søren Frost', 'Esben Duus', 'Kasper Foss', 'Rie Rasmussen', 'Kasper Langkjær', 'Steffen Qwist']","['Ida Ambrose', 'Henrik Stanley Møller', 'Klaus Kjellerup', 'Dan Hemmer', 'Morten Bolvig', 'August Campeotto', 'Kim Thomsen', 'Philippa Bulgin', 'Jesper Mejlvang', 'Jan Sivertsen', 'Simon West', 'Ruth Hald', 'Søren Frost', 'Esben Duus', 'Kasper Foss', 'Rie Rasmussen', 'Kasper Langkjær', 'Steffen Qwist']"
782887,Darleens,"['Karin Ørum', 'Margrethe ""Maggie"" Björklund', 'Sisse Larsen', 'Karen Emma Engberg', 'Troels Bech']","['Karin Ørum', 'Margrethe Maggie Björklund', 'Sisse Larsen', 'Karen Emma Engberg', 'Troels Bech']"
668320,Death Valley Sleepers,[],[]
924803,Energy (musikgruppe),[],[]
115117,EyeQ,"['Trine Jepsen', 'Louise Lolle', 'Sofie Hviid', 'Julie Næslund']","['Trine Jepsen', 'Louise Lolle', 'Sofie Hviid', 'Julie Næslund']"
1016804,Fenders,"['Arne Østergaard', 'Helge Engelbrecht', 'Tommy Rasmussen']","['Arne Østergaard', 'Helge Engelbrecht', 'Tommy Rasmussen']"
219434,Five Tonnys,"['Svend Christiansen', 'Knud Thormod', 'Tonny Elm Larsen', 'Bjarne Bøgelund Jensen', 'Benni Christiansen']","['Svend Christiansen', 'Knud Thormod', 'Tonny Elm Larsen', 'Bjarne Bøgelund Jensen', 'Benni Christiansen']"
783494,Folkeklubben,"['Kjartan Arngrim', 'Rasmus Jusjong', 'Rasmus Dall']","['Kjartan Arngrim', 'Rasmus Jusjong', 'Rasmus Dall']"
188771,Frank Rubino,"['Frank Lundum', 'Tommy Lui', 'Lars Møller', 'Jan Møller', 'Morten Kjeldsen', 'Christian Bach']","['Frank Lundum', 'Tommy Lui', 'Lars Møller', 'Jan Møller', 'Morten Kjeldsen', 'Christian Bach']"
412983,The Gift,[],[]
404073,Ginger Ninja,"['Johan Dalsgaard Luth', '(trommer, vokal)', 'Carl-Erik Riestra Rasmussen', '(bas, vokal; fra 2008)', 'Henrik Hamilton', '(forsanger, keyboard, guitar)', 'Rasmus Søby Andersen', '(guitar; 2007–12)']","['Johan Dalsgaard Luth', '', 'Carl-Erik Riestra Rasmussen', '', 'Henrik Hamilton', '', 'Rasmus Søby Andersen', '']"
413244,Glamorama,"['Lotte Arnsbjerg', 'Johnny Stage']","['Lotte Arnsbjerg', 'Johnny Stage']"
917650,Halberg & Friends,"['Poul Halberg', 'Jette Schandorf', 'Jan Sivertsen']","['Poul Halberg', 'Jette Schandorf', 'Jan Sivertsen']"
469752,Hardinger Band,"['Michael Hardinger', 'Jørgen Thorup', 'B-Joe Johansen', 'Kim Daugaard', 'Flemming Olsen']","['Michael Hardinger', 'Jørgen Thorup', 'B-Joe Johansen', 'Kim Daugaard', 'Flemming Olsen']"
984046,Humørekspressen,"['Christian Kroman', 'aka Klumben', 'Søren Schou', 'aka Pharfar', 'Chang Il Kim aka', 'Chapper', 'Peter Lützen aka Peber', '[', '1', ']']","['Christian Kroman', 'Søren Schou', 'Chang Il Kim aka', 'Chapper', 'Peter Lützen aka Peber']"
355398,IdaAida,[],[]
60759,Infernal,"['Lina Rafn', 'Paw Lagermann']","['Lina Rafn', 'Paw Lagermann']"
203383,Inside The Whale,"['Marcus Winther-John', 'Lars Skjærbæk', 'Troels Skjærbæk', 'Peter Bjerrum', 'Tobias Folting']","['Marcus Winther-John', 'Lars Skjærbæk', 'Troels Skjærbæk', 'Peter Bjerrum', 'Tobias Folting']"
992189,Jan & Kjeld,"['Jan Wennick', 'Kjeld Wennick']","['Jan Wennick', 'Kjeld Wennick']"
398051,Juice (musikgruppe),"['Anne Rani', 'Eve Horne', 'Maria Hamer', 'Lena Tahara']","['Anne Rani', 'Eve Horne', 'Maria Hamer', 'Lena Tahara']"
418463,Juncker,['Christian Juncker'],['Christian Juncker']
874455,Kaputu,"['Anilde Kaputu', 'Azilda Kaputu']","['Anilde Kaputu', 'Azilda Kaputu']"
1165789,Kind mod Kind,[],[]
360265,Kind of girl,[],[]
584524,Klaus & Servants,"['Klaus Strand-Holm', 'Jan Tellefsen', 'Morten Holme Lindberg']","['Klaus Strand-Holm', 'Jan Tellefsen', 'Morten Holme Lindberg']"
131551,Laid Back,"['Tim Stahl', 'John Guldberg']","['Tim Stahl', 'John Guldberg']"
369468,Lecia & Lucienne,"['Lecia Jønsson', 'Lucienne Sundstrøm']","['Lecia Jønsson', 'Lucienne Sundstrøm']"
888192,Liss,"['Villads Tyrrestrup, Vilhelm Strange, Tobias Laust', 'Søren Holm']","['Villads Tyrrestrup, Vilhelm Strange, Tobias Laust', 'Søren Holm']"
856210,Little Trees,"['Marie Brøbech', 'Stephanie Nguyen', 'Sofie Walburn Kring']","['Marie Brøbech', 'Stephanie Nguyen', 'Sofie Walburn Kring']"
234958,The Lollipops,"['Torben Lundgreen', 'Jørgen Lundgreen', 'Poul Petersen', 'Henrik Lund', 'Stig Kreutzfeldt', 'Kim Gutman', 'Søren Berlev', 'Chris Paulsen', 'Birdie Hurns']","['Torben Lundgreen', 'Jørgen Lundgreen', 'Poul Petersen', 'Henrik Lund', 'Stig Kreutzfeldt', 'Kim Gutman', 'Søren Berlev', 'Chris Paulsen', 'Birdie Hurns']"
165728,Me & My,"['Susanne Georgi', 'Pernille Georgi']","['Susanne Georgi', 'Pernille Georgi']"
916560,"Me, She & Her",[],[]
998571,Mænd i Blåt,"['Carsten Bo Jensen', 'Frank Stangerup', 'Hans Henrik Egestorp', 'Henrik Launbjerg', 'Jens Fredslund', 'Lars Overgaard Christensen', 'Lei Moe', 'Lupe Moe', 'Søren Launbjerg']","['Carsten Bo Jensen', 'Frank Stangerup', 'Hans Henrik Egestorp', 'Henrik Launbjerg', 'Jens Fredslund', 'Lars Overgaard Christensen', 'Lei Moe', 'Lupe Moe', 'Søren Launbjerg']"
407872,Nice Device,"['Carsten Krøyer', 'Maya Albana', 'Dan Lumbye', 'Christian Willesen']","['Carsten Krøyer', 'Maya Albana', 'Dan Lumbye', 'Christian Willesen']"
412945,Nikolaj & Piloterne,"['Henrik Tvede, Flemming Rothause, Christian Veitner, Matias la Cour']","['Henrik Tvede, Flemming Rothause, Christian Veitner, Matias la Cour']"
646821,Noah (duo),"['Troels Gustavsen', 'Lasse Dyrholm']","['Troels Gustavsen', 'Lasse Dyrholm']"
869065,Page Four,['Stefan Hjort'],['Stefan Hjort']
397418,Pelding,"['Peder Pedersen', 'Thor Sørensen', 'Jonas Engberg', 'Joy Morgan']","['Peder Pedersen', 'Thor Sørensen', 'Jonas Engberg', 'Joy Morgan']"
874390,Phlake,['Unknown'],['Unknown']
669368,Puls (band),['Micky Skeel Hansen'],['Micky Skeel Hansen']
87185,Rocazino,"['Jesper Winge Leisner', 'Ulla Cold', 'Bjarne G. Jespersen', 'Mikael Rasmussen', 'Helge Solberg', 'Jesper Bo Nielsen']","['Jesper Winge Leisner', 'Ulla Cold', 'Bjarne G. Jespersen', 'Mikael Rasmussen', 'Helge Solberg', 'Jesper Bo Nielsen']"
165519,S.O.A.P.,"['Suriya', 'Saseline Sørensen']","['Suriya', 'Saseline Sørensen']"
101372,Sergeant Cane,"['Henrik Grandt Jakobsen (sang)', 'Troels Mikaelsen (guitar og sang)', 'Flemming Brorson Møller (bas og sang)', 'Knud-Erik Thrane (keyboard og sang)', 'Ole Skou', 'Lars Viberg (trommer)', 'Leif Kjøgs Hansen (bas og sang)']","['Henrik Grandt Jakobsen', 'Troels Mikaelsen', 'Flemming Brorson Møller', 'Knud-Erik Thrane', 'Ole Skou', 'Lars Viberg', 'Leif Kjøgs Hansen']"
1156934,Shirtsville,"['Jakob Meinert', 'Ole Grønne', 'Claus Kilpatrick', 'Jacob Eriksen']","['Jakob Meinert', 'Ole Grønne', 'Claus Kilpatrick', 'Jacob Eriksen']"
998645,Shubberne,"['Bosse Hall Christensen', 'Claus Asmussen', 'Willy Pedersen']","['Bosse Hall Christensen', 'Claus Asmussen', 'Willy Pedersen']"
173764,Sir Henry & His Butlers,['Ole Bredahl'],['Ole Bredahl']
48653,Souvenirs,"['Sofie Bonde', 'Nils Torp']","['Sofie Bonde', 'Nils Torp']"
405790,Stoffer & Maskinen,"['Stoffer', 'Maskinen']","['Stoffer', 'Maskinen']"
949043,Sweethearts,[],[]
405828,The Late Parade,"['Rune Virgil', 'Nicolai Qvindbjerg', 'Troelz Schmidt', 'Frederik Qvitzau', 'Rasmus Zedlitz', 'Line Grønbech, Jonas Wridt']","['Rune Virgil', 'Nicolai Qvindbjerg', 'Troelz Schmidt', 'Frederik Qvitzau', 'Rasmus Zedlitz', 'Line Grønbech, Jonas Wridt']"
112638,Unite,"['Laurie', 'Isaac', 'J.B', 'Salar']","['Laurie', 'Isaac', 'J.B', 'Salar']"
871238,Virgin Suicide,"['Martin Grønne', 'Terkel Atsushi Røjle', 'Kristian Schøtt Kyvsgaard', 'Simon Thoft Jensen', 'Jeppe Østergaard', 'Kristian Bønløkke']","['Martin Grønne', 'Terkel Atsushi Røjle', 'Kristian Schøtt Kyvsgaard', 'Simon Thoft Jensen', 'Jeppe Østergaard', 'Kristian Bønløkke']"
695792,Wazzabi,[],[]
686365,Zapp Zapp,['Erann DD'],['Erann DD']
1121376,Zar Paulo,"['Johan Horsmans', 'Anton Breinbjerg', 'Emil Vammen', 'Tobias Schou', 'Martin Kleberg']","['Johan Horsmans', 'Anton Breinbjerg', 'Emil Vammen', 'Tobias Schou', 'Martin Kleberg']"
1017692,Alzheimer Klinikken,"[""Liam Nygaard O'Connor"", 'Chadi Abdul-Karim']","['Liam Nygaard OConnor', 'Chadi Abdul-Karim']"
115145,B.A.N.G.E.R.S.,"['L.O.C.', 'U$O', 'DJ Rescue', 'Johnson']","['U$O', 'DJ Rescue', 'Johnson']"
1157549,B.O.C,"['Gilli', 'Kesi', 'Benny Jamz']","['Gilli', 'Kesi', 'Benny Jamz']"
850377,Benal,['Benjamin Hav'],['Benjamin Hav']
1023849,BFL,[],[]
107819,Bumsestilen,['Swab'],['Swab']
903532,De Danske Hyrder,"['Adam Samuelsen', 'Oliver Sjur', 'Frederik Bohn Bering', 'Martin Dam']","['Adam Samuelsen', 'Oliver Sjur', 'Frederik Bohn Bering', 'Martin Dam']"
357534,Kinski,"['Per Vers', 'Ole Omkvæd', 'Turkman Souljah']","['Per Vers', 'Ole Omkvæd', 'Turkman Souljah']"
685054,MFS (musikgruppe),"[""A'typisk""]",['Atypisk']
952738,Molotov Movement,"['Gilli', 'Benny Jamz', 'MellemFingaMuzik']","['Gilli', 'Benny Jamz', 'MellemFingaMuzik']"
344405,Sound of Seduction,[],[]
734687,Sphaeren,"['Supardejen', "", 'Stik Op Jakob"", 'og', 'Muggz Roadie']","['Supardejen', 'Muggz Roadie']"
206147,Sund Fornuft (musikgruppe),"['Per Vers', 'Dj Møller', 'Langemand']","['Per Vers', 'Dj Møller', 'Langemand']"
908651,Ude af kontrol,"['Daniel Balken', 'Mark Philip Løvendahl', 'Joachim Nicholas Rouse', 'Patrick Porting Høffding']","['Daniel Balken', 'Mark Philip Løvendahl', 'Joachim Nicholas Rouse', 'Patrick Porting Høffding']"
392306,200 (rockgruppe),"['Niels Arne Galan', 'Uni Arting', 'Mikael Blak']","['Niels Arne Galan', 'Uni Arting', 'Mikael Blak']"
253591,Boys In A Band,"['Pætur Zachariasson', 'Heri Schwartz', 'Heini', 'Símun Sakaris', 'The Rógvi']","['Pætur Zachariasson', 'Heri Schwartz', 'Heini', 'Símun Sakaris', 'The Rógvi']"
847539,Chase (band),[],[]
847541,Mold,"['Niclas Thorsteinsson', 'Niels Arge Galán', 'Erling Dalsgaard', 'Gudmund H. Nielsen', 'Kristin Nolsøe Bech', 'Uni Árting', 'Mikael Blak']","['Niclas Thorsteinsson', 'Niels Arge Galán', 'Erling Dalsgaard', 'Gudmund H. Nielsen', 'Kristin Nolsøe Bech', 'Uni Árting', 'Mikael Blak']"
407975,Paradox,"['Búgvi Jónleifson Magnussen', 'Andreas Tykjær Restorff', 'Heini Gilstón Corfitz Andersen']","['Búgvi Jónleifson Magnussen', 'Andreas Tykjær Restorff', 'Heini Gilstón Corfitz Andersen']"
247579,The Dreams,['Hans Edward Andreasen'],['Hans Edward Andreasen']
445372,The Ghost,"['Filip Mortensen', 'Urbanus Olsen']","['Filip Mortensen', 'Urbanus Olsen']"
979210,Vsj,"['Villiam Soo Joensen', 'Dávur á Reynatrøð', 'Fríði Bjarkhamar', 'Høgni Jógvanson', 'Dania Tausen']","['Villiam Soo Joensen', 'Dávur á Reynatrøð', 'Fríði Bjarkhamar', 'Høgni Jógvanson', 'Dania Tausen']"
855248,Yggdrasil (band),"['Tore Brunborg', 'Villu Veski', 'Anders Hagberg', 'Kristian Blak', 'Eivør Pálsdóttir', 'Kári Sverrisson', 'Anders Jormin', 'Mikael Blak', 'Heðin Ziska Davidsen', 'Brandur Jacobsen']","['Tore Brunborg', 'Villu Veski', 'Anders Hagberg', 'Kristian Blak', 'Eivør Pálsdóttir', 'Kári Sverrisson', 'Anders Jormin', 'Mikael Blak', 'Heðin Ziska Davidsen', 'Brandur Jacobsen']"
422269,IGNUG,"['Ruby Renaissance', 'Tom Budiansky', 'Mingo Starr', 'Project 25', 'Ace Connor']","['Ruby Renaissance', 'Tom Budiansky', 'Mingo Starr', 'Ace Connor']"
661232,Afenginn,"['Rune Kofoed', 'Erik Olevik', 'Kim Nyberg', 'Niels Skovmand', 'Rasmus Krøyer']","['Rune Kofoed', 'Erik Olevik', 'Kim Nyberg', 'Niels Skovmand', 'Rasmus Krøyer']"
939525,Almune,"['Hans Christian Molbech', 'Molly Granhøj', 'Troels Dueholm Nørgaard', 'Christian Mohr Levisen']","['Hans Christian Molbech', 'Molly Granhøj', 'Troels Dueholm Nørgaard', 'Christian Mohr Levisen']"
869242,Asynje (band),"['Nanna Barslev', 'Martin Seeberg', 'Søren Hammerlund', 'Troels Dueholm Nørgaard', 'Jacob Lund', 'Mads Kjøller-Henningsen']","['Nanna Barslev', 'Martin Seeberg', 'Søren Hammerlund', 'Troels Dueholm Nørgaard', 'Jacob Lund', 'Mads Kjøller-Henningsen']"
166721,De Gyldne Løver,['Jens Bjørn-Hansen'],['Jens Bjørn-Hansen']
732618,Dreamers' Circus,"['Rune Tonsgaard Sørensen', 'Ale Carr', 'Nikolaj Busk']","['Rune Tonsgaard Sørensen', 'Ale Carr', 'Nikolaj Busk']"
1046937,Floating Sofa Quartet,"['Clara Tesch', 'Leija Lautamaja', 'Mads Kjøller Henningsen', 'Malte Zeberg']","['Clara Tesch', 'Leija Lautamaja', 'Mads Kjøller Henningsen', 'Malte Zeberg']"
846064,Gny,"['Lasse Olufson', 'Rune Brandt Larsen', 'Laura Emilie Beck', 'Nanna Solveig Barslev', 'Stine Margit Lindegård', 'Ole Thirup Kastholm Hansen']","['Lasse Olufson', 'Rune Brandt Larsen', 'Laura Emilie Beck', 'Nanna Solveig Barslev', 'Stine Margit Lindegård', 'Ole Thirup Kastholm Hansen']"
976990,Heilung,['Maria Franz'],['Maria Franz']
557443,Hvalsøspillemændene,"['Anders Roland', 'Steen Rasmussen', 'Søren Berggreen', 'Vagn Hansen', 'Jesper Hindø', 'Mathilde', 'Leif Megyessi', 'Jesper Bach', 'Poul Jensen', 'Asger Jacobsen', 'John Olsen', 'Jan Andersen', 'H.C. Mogensen', 'Ib Tranø', 'Jens Rugsted', 'Jens Breum', 'Ole Halfdan', 'Mogens Ostermann', 'Peter Viskinde', 'Hans Rørdam']","['Anders Roland', 'Steen Rasmussen', 'Søren Berggreen', 'Vagn Hansen', 'Jesper Hindø', 'Mathilde', 'Leif Megyessi', 'Jesper Bach', 'Poul Jensen', 'Asger Jacobsen', 'John Olsen', 'Jan Andersen', 'H.C. Mogensen', 'Ib Tranø', 'Jens Rugsted', 'Jens Breum', 'Ole Halfdan', 'Mogens Ostermann', 'Peter Viskinde', 'Hans Rørdam']"
396615,Klondyke,['Mikael K'],['Mikael K']
150480,Lasse & Mathilde,"['Lasse Helner', 'Mathilde Bondo']","['Lasse Helner', 'Mathilde Bondo']"
858567,Of the Wand & the Moon,[],[]
275039,Phønix,"['Anja Præst Mikkelsen', '(', 'klarinet', 'og', 'basklarinet', '),', 'Jesper Falch', '(', 'percussion', '),', 'Karen Mose Nørgaard', '(sang) og', 'Jesper Vinther', '(', 'harmonika', ')']","['Anja Præst Mikkelsen', 'Jesper Falch', 'Karen Mose Nørgaard', 'Jesper Vinther']"
1000636,Quacks,"['Michael Bundesen', 'Kirsten Granau', 'Bent Steen', 'Finn Holst Møller', 'Michael Elo', 'Ianne Elo']","['Michael Bundesen', 'Kirsten Granau', 'Bent Steen', 'Finn Holst Møller', 'Michael Elo', 'Ianne Elo']"
376855,Rebild Spillemændene,"['Evald Thomsen', 'Niels Jørgensen', 'Jens Lassen', 'Niels Søgaard']","['Evald Thomsen', 'Niels Jørgensen', 'Jens Lassen', 'Niels Søgaard']"
257825,Sømændene,['Jeppe Vig Find'],['Jeppe Vig Find']
907976,The White Album (band),"['Frederik Vedersø', 'Claus Arvad', 'Jakob Eilsø']","['Frederik Vedersø', 'Claus Arvad', 'Jakob Eilsø']"
341441,Trio Mio,"['Peter Rosendal', 'Kristine Heebøll']","['Peter Rosendal', 'Kristine Heebøll']"
870664,Trolska Polska,"['Martin Seeberg', 'Malte Zeberg', 'Alexandra Nilsson', 'Lasse Væver Jacobsen', 'Magnus Heebøll Jacobsen', 'Søren Vinther Røgen', 'Mads Kjøller Henningsen', 'Anja Lillemæhlum (2011-2014)', 'Lea Havelund Rasmussen (2014-2015)']","['Martin Seeberg', 'Malte Zeberg', 'Alexandra Nilsson', 'Lasse Væver Jacobsen', 'Magnus Heebøll Jacobsen', 'Søren Vinther Røgen', 'Mads Kjøller Henningsen', 'Anja Lillemæhlum', 'Lea Havelund Rasmussen']"
867843,Truppo Trotto,"['Como Breuning', 'Marie Havndrup', 'Morten ""Musicus"" Pedersen']","['Como Breuning', 'Marie Havndrup', 'Morten Musicus Pedersen']"
410317,Tørfisk (musikgruppe),"['Anker Hviid', 'Bent Kirk', 'Egon Kirk', 'Tommy Thiel Rasmussen', 'Henning Toft Bro', 'Bent Bro']","['Anker Hviid', 'Bent Kirk', 'Egon Kirk', 'Tommy Thiel Rasmussen', 'Henning Toft Bro', 'Bent Bro']"
204274,Valravn (band),"['Søren Hammerlund', 'Martin Seeberg']","['Søren Hammerlund', 'Martin Seeberg']"
204276,Virelai,"['Søren Hammerlund', 'Martin Seeberg', 'Mia Guldhammer', 'Jacob Lund']","['Søren Hammerlund', 'Martin Seeberg', 'Mia Guldhammer', 'Jacob Lund']"
408580,4Fod,[],[]
418850,8210 (sanggruppe),"['Daniella, Tamam, Sara, og Fatou']","['Daniella, Tamam, Sara, og Fatou']"
1157549,B.O.C,"['Gilli', 'Kesi', 'Benny Jamz']","['Gilli', 'Kesi', 'Benny Jamz']"
416626,Bring Det På,"['Simon Louis Egeris Pedersen', 'Tendai Hanquist Takawira']","['Simon Louis Egeris Pedersen', 'Tendai Hanquist Takawira']"
107819,Bumsestilen,['Swab'],['Swab']
161420,Experterne,[],[]
79206,F.I.P.,[],[]
250051,Fler Farver,[],[]
209358,Flopstarz,"['Bossy Bo', 'Q']","['Bossy Bo', 'Q']"
173127,Humleridderne,"['Dan Holmfjord', 'Jimmi Sommer', 'Daniel Herfort-Bruun', 'Stig Mortensen']","['Dan Holmfjord', 'Jimmi Sommer', 'Daniel Herfort-Bruun', 'Stig Mortensen']"
727899,Kaliber (gruppe),"['Dennis Bjerking (DB King)', 'Jesper Helles (Livid)', 'Martin Andersen (Face It)', 'Mohamad Alaviani (Mr. Mo)']","['Dennis Bjerking', 'Jesper Helles', 'Martin Andersen', 'Mohamad Alaviani']"
128417,Klart Dér!,"['Niels Henrik Gerts', 'Kenneth Møller', 'Steen Rock', 'Tyde T']","['Niels Henrik Gerts', 'Kenneth Møller', 'Steen Rock', 'Tyde T']"
182337,KNA Connected,"['Big N >', 'AG', 'Khalil']","['AG', 'Khalil']"
370783,M-Cnatet,"['Trepac', 'Kværn']","['Trepac', 'Kværn']"
951990,MellemFingaMuzik,"['Stepz', 'Branco']","['Stepz', 'Branco']"
191943,Mirakl Crew,[],[]
276281,Nobody Beats The Beats,"['DJ Typhoon', 'm.fl.']",['DJ Typhoon']
397396,Organiseret Riminalitet,"['Slogan (rapper)', 'Kool Jepp', 'Lars EFX', 'Khalern', 'Dj Jett']","['Slogan', 'Kool Jepp', 'Lars EFX', 'Khalern', 'Dj Jett']"
120873,Rent mel,[],[]
278728,Revoltage,[],[]
417732,Rockers By Choice,"['Chief 1', 'Dee Pee', 'MC Pete', 'Master Phoze', 'MC Swan / Ø', 'DJ Kool K', 'Isbjerg']","['Dee Pee', 'MC Pete', 'Master Phoze', 'MC Swan / Ø', 'DJ Kool K', 'Isbjerg']"
399211,Selvmord (gruppe),"['L.O.C.', 'Jonas Vestergaard', 'Rune Rask', 'Emil Simonsen (Orgi-E)', 'Bai-D']","['Jonas Vestergaard', 'Rune Rask', 'Emil Simonsen', 'Bai-D']"
405784,Specktors,"['Wanner', 'JonasForFanden', 'Sluzh', 'Drøidal']","['Wanner', 'JonasForFanden', 'Sluzh', 'Drøidal']"
734687,Sphaeren,"['Supardejen', "", 'Stik Op Jakob"", 'og', 'Muggz Roadie']","['Supardejen', 'Muggz Roadie']"
79505,Suspekt (gruppe),"['Orgi-E', 'Rune Rask', 'Bai-D']","['Orgi-E', 'Rune Rask', 'Bai-D']"
244325,The Gypsies,['Shaka Loveless'],['Shaka Loveless']
228927,Top Niveau Records,[],[]
908651,Ude af kontrol,"['Daniel Balken', 'Mark Philip Løvendahl', 'Joachim Nicholas Rouse', 'Patrick Porting Høffding']","['Daniel Balken', 'Mark Philip Løvendahl', 'Joachim Nicholas Rouse', 'Patrick Porting Høffding']"
105766,UFO Yepha,"['UFO', 'Yepha']","['UFO', 'Yepha']"
732564,Ukendt Kunstner,"['Jens Ole McCoy', 'Hans Philip']","['Jens Ole McCoy', 'Hans Philip']"
762955,Vild Smith,"['Moses Luxhøj (Vild Ting)', 'Daniel Jensen (Vild Son)', 'Esben Iversen (HvidMayn)']","['Moses Luxhøj', 'Daniel Jensen', 'Esben Iversen']"
494991,4 Guys From the Future,"['Bjarke Porsmose', 'Mads Brinch Nielsen', 'Rasmus Valdorf', 'Tobias Mynborg']","['Bjarke Porsmose', 'Mads Brinch Nielsen', 'Rasmus Valdorf', 'Tobias Mynborg']"
402502,Alcoholic Faith Mission,"['Thorben Seierø Jensen', 'Sune Sølund', 'Kristine Permild', 'Anders Hjort', 'Magnus Hylander Friis']","['Thorben Seierø Jensen', 'Sune Sølund', 'Kristine Permild', 'Anders Hjort', 'Magnus Hylander Friis']"
508591,Bazookahosen,"['Julie Asmussen', 'Jenz Koudahl', 'Mikael Larsen', 'Rasmus Meisler', 'Troels Nielsen', 'Sylvester Roepstorff']","['Julie Asmussen', 'Jenz Koudahl', 'Mikael Larsen', 'Rasmus Meisler', 'Troels Nielsen', 'Sylvester Roepstorff']"
1114082,Citizen Odin,[],[]
1114107,Dangers of the Sea,[],[]
562518,Escape Artists,"['Torben Johansen', 'Søren Laugesen', 'Benny Woitowitz', 'Finn Detlef']","['Torben Johansen', 'Søren Laugesen', 'Benny Woitowitz', 'Finn Detlef']"
233031,Gangway,"['Allan Jensen', 'Henrik Balling', 'Torben Johansen', 'Cai Bojsen-Møller', 'Gorm Ravn-Jonsen', 'Jan Christensen']","['Allan Jensen', 'Henrik Balling', 'Torben Johansen', 'Cai Bojsen-Møller', 'Gorm Ravn-Jonsen', 'Jan Christensen']"
404088,I Got You On Tape,['Jacob Bellens'],['Jacob Bellens']
396643,Lis Er Stille,"['Martin Byrial', 'Tue Schmidt Rasmussen', 'Asbjørn Helboe', 'Jon Gotlev', 'Rosanna Lorenzen']","['Martin Byrial', 'Tue Schmidt Rasmussen', 'Asbjørn Helboe', 'Jon Gotlev', 'Rosanna Lorenzen']"
436997,Lovebites,"['Karina Foss', 'Andrew Fenn', 'Solveig Sandnes', 'Henrik H. Olesen', 'Niclas Tange', 'Sigrun Gudbrandsdottir', 'Mathilde Lunderskov']","['Karina Foss', 'Andrew Fenn', 'Solveig Sandnes', 'Henrik H. Olesen', 'Niclas Tange', 'Sigrun Gudbrandsdottir', 'Mathilde Lunderskov']"
440422,Marvel Hill,[],[]
453033,The Naked,[],[]
436980,The Rhonda Harris,['Nikolaj Nørlund'],['Nikolaj Nørlund']
